Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change,Market Cap,,,,
Aaa,41090,-2.07,0.55,-2.35,10.3,0.14,2,96,54.72,16.14,13.68,8.83,18,15.25,9.85,1,0,223666.9441,,,,
Aaa,41182,-2.4,0.6,-2.75,63.35,57,55.87,95,56.48,14.11,12.02,7.97,17.36,14.79,9.81,1,0,238823.145,,,,
Aaa,41274,-2.36,0.72,-2.76,83.62,74.76,74.01,105,56.4,16.46,13.77,9.28,19.55,16.35,11.03,1,0,287690.76,,,,
Aaa,41364,-2.47,0.68,-2.89,79.5,70.96,69.83,109,57.19,15.58,13.15,8.91,18.51,15.62,10.58,1,0,277754.88,,,,
Aaa,41455,-2.01,0.58,-2.29,58.8,43.85,50.61,120,55.43,15.96,13.33,8.85,19.76,16.5,10.95,1,0,310503,,,,
Aaa,41547,-2.04,0.57,-2.33,61.76,51.33,53.68,118,57.35,15.47,12.95,8.87,19.51,16.33,11.19,1,0,338577.4,,,,
Aaa,41639,-1.89,0.82,-2.18,68.37,55.54,59.03,135,55.42,24.3,19.13,13.47,27,21.26,14.96,1,0,343566.3,,,,
Aaa,41729,-2.13,0.76,-2.47,47.02,40.21,39.85,175,56,23.65,19.11,13.25,23.77,19.21,13.31,1,0,382701.8,,,,
Aaa,41820,-1.91,0.82,-2.27,48.66,40.79,38.36,169,52.08,22.99,18.36,11.98,25.22,20.14,13.14,1,0,381726.1,,,,
Aaa,41912,-1.99,0.87,-2.4,45.17,37.2,36.3,161,53.15,20.49,16.22,10.89,26.31,20.83,13.98,1,0,329834.015,,,,
Aaa,42004,-1.9,1.02,-2.32,57.39,48.19,48,162,52.55,19.87,15.29,10.44,29.99,23.07,15.76,1,0,354392.05,,,,
Aaa,42094,-1.93,1.19,-2.38,38.43,31.84,31.25,211,51.01,30.67,22.66,15.65,35.36,26.12,18.04,1,0,353460.36,,,,
Aaa,42185,-2.54,1.94,-3.37,-2.27,-9.48,-8.31,247,45.9,34.72,24.1,15.94,44.07,30.59,20.23,1,0,439679,,,,
Aaa,42277,-2.52,2.13,-3.36,29.13,23.69,23.27,249,44.79,35.92,23.98,16.09,49.8,33.24,22.31,1,0,434660.1,,,,
Aaa,42369,-2.6,2.72,-3.56,24.5,17.95,19.5,309,42.63,52.98,33.56,22.59,57.87,36.65,24.67,1,0,399535.36,,,,
,,,,,,,,,,,,,,,,,,,,,,
Baa3,37529,5.54,57.41,56.45,4.13,-0.53,1,15,88.36,28.41,22.07,25.28,28.73,22.32,25.57,10,0,1885.6809,,,,
Baa3,37621,4.04,15.68,14.49,5,2.44,1.72,18,48.67,48.34,32.36,23.82,49.41,33.07,24.34,10,0,2144.843,,,,
Baa3,37711,3.8,9,8.79,8.13,6.31,5.25,16,54.43,47.6,32.09,26.17,48.35,32.59,26.58,10,0,2057.617,,,,
Baa3,37802,3.8,9.25,9.01,3.44,1.75,0.75,16,47.58,55.32,35.37,26.61,56.39,36.06,27.13,10,0,2043.9568,,,,
Baa3,37894,4.27,9.94,9.58,5,2.15,2,20,44.22,67.71,39.62,30.26,70.91,41.49,31.69,10,0,2678.4611,,,,
Baa3,37986,2.97,5.95,5.56,13.31,9.62,8.38,13,43.16,59.73,36.82,26.05,62.2,38.35,27.13,10,0,4095.9486,,,,
Baa3,38077,2.25,4.46,3.87,14.27,12.2,10.27,15,45.1,53.37,34.27,24.07,55.75,35.8,25.14,10,0,4708.2926,,,,
Baa3,38168,1.48,2.89,2.23,15.94,12.81,11.81,16,45.62,51.65,33.58,23.56,53.8,34.98,24.55,10,0,4626.9212,,,,
Baa3,38260,0.88,1.76,1.19,23.38,19.19,18.69,16,46.38,46.85,31.51,21.73,48.69,32.75,22.58,10,0,5256.2823,,,,
Baa3,38352,0.09,1.02,0.11,30.79,25.93,25.57,14,51.39,31.43,23.7,16.21,32.65,24.61,16.83,10,0,7434.7181,,,,
Baa3,38442,-0.12,0.85,-0.15,28.54,23.77,23.15,13,53.03,22.72,17.57,12.05,29.31,22.67,15.54,10,0,9072.8634,,,,
Baa3,38533,-0.36,0.55,-0.44,33.69,28.08,28.77,13,53.77,14.66,12.11,7.9,21.03,17.38,11.34,10,0,8375.6342,,,,
Baa2,38625,-0.32,1.28,-0.38,43.54,36.54,38.08,13,49.1,43.99,29.45,21.6,49.35,33.05,24.24,9,-1,10626.3998,,,,
Baa2,38717,-0.48,1.15,-0.56,23.53,19.63,21.17,30,48.54,43.39,29.25,21.15,48.35,32.59,23.57,9,0,12638.3508,,,,
Baa2,38807,-0.59,0.85,-0.66,23.89,19.15,21.78,27,54.21,35.7,26.16,19.44,36.48,26.73,19.87,9,0,15322.5383,,,,
Baa2,38898,-0.66,0.66,-0.73,38.13,35.54,35.75,24,55.9,31.54,23.86,17.74,32.18,24.35,18.1,9,0,14447.8229,,,,
Baa2,38990,-0.85,0.56,-0.92,37.04,32,34.17,24,58.51,24.82,19.4,14.62,27.96,21.85,16.47,9,0,15102.3252,,,,
Baa2,39082,-1.04,0.45,-1.12,53.91,46.77,50.23,22,57.21,22.89,18.63,13.18,22.89,18.63,13.18,9,0,18979.5574,,,,
Baa2,39172,-0.91,0.44,-0.98,28.91,22.23,26,22,61.95,21.32,17.56,13.31,21.43,17.64,13.37,9,0,17248.6815,,,,
Baa2,39263,-0.81,0.43,-0.88,36.43,29.24,33.19,21,61.14,20.9,17.27,12.89,21,17.36,12.96,9,0,18988.6462,,,,
Baa1,39355,-0.08,0.48,-0.08,43.48,36.9,39.05,21,56.67,18.77,15.75,10.75,19.16,16.08,10.97,8,-1,21362.2061,,,,
Baa1,39447,0.04,0.61,0.05,24.33,16.57,19.19,21,56.87,19.1,15.98,10.99,19.5,16.32,11.22,8,0,15743.3421,,,,
Baa1,39538,0.17,0.63,0.2,32.95,23,27.7,20,59.13,18.4,15.49,11.02,18.79,15.82,11.25,8,0,18666.8673,,,,
Baa1,39629,0.13,0.6,0.15,52.24,32.1,46.71,17,59.46,17.72,15,10.63,18.09,15.32,10.86,8,0,21803.6366,,,,
Baa1,39721,0.1,0.65,0.12,43.12,15.57,36.12,17,59.84,16.79,14.38,10.13,16.79,14.38,10.13,8,0,13631.2668,,,,
Ba1,39813,4.67,6.12,5.72,2.27,0.63,1.09,128,34.57,46.36,21.37,16.18,116.99,53.92,40.83,11,3,2942.5289,,,,
Ba3,39903,4.29,6.24,5.41,7.93,6.23,5.97,97,35.23,42.66,19.68,15.17,116.8,53.88,41.53,13,2,3432.645,,,,
Ba3,39994,4.07,5.89,5.49,4.53,3.47,3.34,172,38.84,88.51,45.39,34.65,95.02,48.72,37.19,13,0,9035.705,,,,
Ba2,40086,2.71,4.43,3.87,5.46,4.4,3.79,164,46.94,54.04,33.74,25.51,60.14,37.56,28.39,12,-1,17366.65,,,,
Ba2,40178,1.96,3.24,2.7,4.56,3.54,3.33,209,48.5,47.17,30.46,23.04,54.86,35.42,26.79,12,0,21690.662,,,,
Ba1,40268,1.22,1.84,1.6,9.56,8.61,8.06,155,54.11,36.26,26.38,19.75,37.44,27.24,20.39,11,-1,26080.95,,,,
Baa3,40359,1.14,1.72,1.49,7.07,5.86,5.33,137,54.32,35.96,26.37,19.66,36.35,26.66,19.87,10,-1,18557.46,,,,
Baa3,40451,1.05,1.65,1.33,8.61,7.08,6.95,132,53.8,35.27,25.69,19.11,37.3,27.17,20.21,10,0,24951.872,,,,
Baa2,40543,0.85,1.25,1.04,11.3,8.01,9.31,113,54.29,30.72,23.43,16.81,31.13,23.74,17.03,9,-1,36493.174,,,,
Baa2,40633,0.83,1.34,1.04,11.39,8.47,9.04,92,55.68,28.9,22.42,16.22,28.9,22.42,16.22,9,0,30361.212,,,,
Baa2,40724,0.7,1.18,0.85,15.77,12.19,13.3,93,55.97,27.88,21.74,15.74,28.25,22.03,15.95,9,0,28961.016,,,,
Baa2,40816,0.55,1.62,0.67,13.38,9.94,11.36,120,52.14,38.85,27.57,20.45,40.93,29.04,21.54,9,0,18267.536,,,,
Baa2,40908,0.49,1.58,0.59,9.97,6.76,8.19,125,51.79,37.31,26.78,19.51,39.32,28.22,20.56,9,0,21064.806,,,,
Baa2,40999,0.56,1.48,0.67,10.54,6.25,8.75,116,52.95,35.94,26.07,19.22,37.83,27.45,20.24,9,0,20863.899,,,,
Baa2,41090,0.67,1.71,0.82,9.49,3.4,6.94,101,52.25,36.81,26.54,19.44,38.7,27.9,20.44,9,0,18476.58,,,,
Baa2,41182,0.82,2.14,1.04,10.81,4.14,8.27,98,51.44,41.77,29.39,21.7,42.13,29.64,21.88,9,0,16999.86,,,,
Baa2,41274,0.93,2.22,1.21,14.28,2.76,10.38,69,51.56,39.2,28.12,20.43,39.39,28.26,20.52,9,0,21050.145,,,,
Baa2,41364,1.12,2.57,1.54,10.89,2.95,7.45,85,52.97,39.28,28.17,21.02,39.45,28.29,21.11,9,0,16630.9,,,,
Baa2,41455,1.3,2.93,1.85,11.9,1.03,7.16,61,52.12,41.06,29.07,21.64,41.28,29.22,21.76,9,0,12947.214,,,,
Baa2,41547,1.51,3.27,2.28,14.42,1.96,8.77,57,53,39.68,28.36,21.26,39.93,28.53,21.39,9,0,15949.216,,,,
Baa2,41639,1.54,3.91,2.5,15.66,0.11,8.66,47,51.4,40.74,28.88,21.18,41.06,29.11,21.34,9,0,15934.695,,,,
Baa2,41729,1.97,5.03,3.54,12.87,-0.26,5.6,45,51.56,41.96,29.48,21.89,42.32,29.74,22.08,9,0,13750.518,,,,
Baa2,41820,2.09,5.65,4.1,11,0.17,4.24,50,51.11,40.89,28.93,21.14,41.32,29.24,21.37,9,0,14033.796,,,,
Baa2,41912,2.48,6.77,5.23,12.6,1.89,6.23,53,51.2,42.62,29.8,22.08,43.05,30.09,22.3,9,0,12219.081,,,,
Baa2,42004,2.68,8.05,6.12,11.23,0.08,4.79,53,50.51,42.54,29.38,21.75,44.81,30.95,22.91,9,0,9148.468,,,,
Baa3,42094,3.2,8.92,7.4,10.81,0.34,4.45,53,49.98,45.96,30.97,23.28,48.39,32.61,24.51,10,1,10014.356,,,,
Baa3,42185,3.18,8.57,7.32,11.6,0.93,4.58,52,50.46,45.43,30.77,23.23,47.63,32.26,24.36,10,0,7133.356,,,,
,,,,,,,,,,,,,,,,,,,,,,
A3,40359,1.05,1.46,1.23,19.95,15.92,17.07,108.1,45.79,78.37,43.32,35.89,80.92,44.73,37.06,7,0,70105.441,,,,
A3,40451,1.03,1.54,1.2,20.99,15.97,18.26,114.8,43.76,83.28,45.29,36.44,83.86,45.61,36.69,7,0,78719.815,,,,
A2,40543,1.04,1.54,1.22,18.73,11.38,15.87,117,45.77,78.56,43.98,35.96,78.62,44.01,35.98,6,1,80874.336,,,,
A2,40633,1.13,1.58,1.32,18.03,13.11,15.2,120.1,45.05,72.81,39.72,32.81,83.31,45.45,37.53,6,0,78950.984,,,,
A2,40724,1.1,1.54,1.28,20.85,15.11,17.97,121.8,45.54,73.98,40.62,33.69,82.14,45.1,37.41,6,0,86992.944,,,,
A2,40816,1.05,1.52,1.23,22.2,15.36,19.31,124,41.32,82.38,42.48,34.04,93.94,48.44,38.82,6,0,89857.424,,,,
A2,40908,1.02,1.47,1.19,19.6,11.92,16.71,126.9,43.62,84.32,45.12,36.78,86.87,46.49,37.89,6,0,102477.062,,,,
A2,40999,1.04,1.47,1.21,18.07,12.83,15.24,128.9,43.98,82.23,43.93,36.17,87.17,46.57,38.34,6,0,99689.22,,,,
A2,41090,1.1,1.57,1.28,19.39,13.22,16.58,130,42.11,90.63,46.07,38.16,96.71,49.16,40.72,6,0,89273.652,,,,
A2,41182,1.11,1.56,1.3,20.76,13.78,17.85,128.1,41.05,91.85,46.97,37.7,95.53,48.86,39.21,6,0,92117,,,,
A2,41274,1.12,1.58,1.31,19.94,11.51,16.96,129.6,43.22,89.14,47.13,38.52,89.14,47.13,38.52,6,0,88448.167,,,,
A2,41364,1.08,1.49,1.27,18.27,12.63,15.22,128.1,44.63,84.04,45.66,37.5,84.04,45.66,37.5,6,0,99939.225,,,,
A2,41455,1.09,1.55,1.28,19.94,14.44,16.93,129.8,44.03,88.13,46.85,38.81,88.13,46.85,38.81,6,0,98960.4,,,,
A2,41547,1.06,1.54,1.25,21.54,15.29,18.52,130.5,42.66,88.94,47.07,37.94,88.94,47.07,37.94,6,0,95728.95,,,,
A2,41639,1.09,1.61,1.29,19.54,12.07,16.48,133.5,43.71,88.26,46.88,38.58,88.26,46.88,38.58,6,0,96098.512,,,,
A2,41729,1.08,1.59,1.28,17.32,12.8,14.29,135.5,44.4,85.62,45.97,38.01,86.25,46.31,38.29,6,0,96892.852,,,,
A2,41820,1.13,1.77,1.35,18.87,14.2,15.87,137.9,42.76,92.18,47.15,39.42,95.52,48.85,40.84,6,0,98916.606,,,,
A2,41912,1.18,1.8,1.42,16.65,11.93,13.88,149.3,37.83,106.54,50.48,40.3,111.04,52.62,42,6,0,92269.092,,,,
A2,42004,1.34,1.88,1.62,14.61,9.2,11.85,147.8,37.55,116.2,53.75,43.64,116.2,53.75,43.64,6,0,90223.73,,,,
A2,42094,1.4,1.93,1.71,12.03,9.2,9.41,147.3,35.46,125.33,55.62,44.45,125.33,55.62,44.45,6,0,93396.24,,,,
A3,42185,1.61,2.54,1.97,15.02,12.06,12.39,149.2,30.22,169.51,62.9,51.22,169.51,62.9,51.22,7,-1,89536.926,,,,
Baa1,42277,1.81,2.56,2.21,15.03,12.28,12.62,160.9,25.21,216.5,68.4,54.58,216.5,68.4,54.58,8,-1,90470.246,,,,
Baa1,42369,1.89,3.38,2.3,12.55,9.16,10.39,180.9,18.68,340.33,77.29,63.58,340.33,77.29,63.58,8,0,107129.352,,,,
Baa1,42460,2.2,3.1,2.66,9.91,8.06,8.16,218.3,11.43,604.52,85.81,69.1,604.52,85.81,69.1,8,0,110321.904,,,,
Baa1,42551,2.52,3.45,3.03,10.01,8.36,8.3,223.9,1.93,4064.06,97.6,78.47,4064.06,97.6,78.47,8,0,102686.122,,,,
,,,,,,,,,,,,,,,,,,,,,,
Baa1,38442,1.52,2.41,2.03,13.65,10.83,10.13,89.8,53.75,55.71,35.01,29.94,59.15,37.17,31.79,8,0,223.296,,,,
Baa1,38533,1.43,2.35,1.92,14.99,10.74,11.51,88.3,53.23,54.06,33.88,28.78,59.59,37.34,31.72,8,0,230.0009,,,,
Baa1,38625,1.16,2.18,1.56,16.97,12.48,13.39,86.6,52.13,50.63,32.55,26.4,55.56,35.72,28.97,8,0,227.5438,,,,
Baa1,38717,1.12,2.54,1.47,13.39,7.37,9.92,91.4,50.51,59.01,35.34,29.8,66.95,40.1,33.81,8,0,231.1435,,,,
Baa1,38807,1.15,2.43,1.5,12.74,9.6,9.75,102.3,51.24,57.42,34.73,29.42,65.35,39.52,33.48,8,0,211.7987,,,,
Baa1,38898,1.14,2.26,1.48,14.95,10.92,11.73,97.7,52.53,53.4,33.21,28.05,60.79,37.81,31.93,8,0,213.8499,,,,
Baa1,38990,0.87,2.11,1.13,15.74,11.43,12.69,102.9,50.36,55.19,34.67,27.8,59.18,37.18,29.8,8,0,202.1273,,,,
Baa1,39082,1.07,1.82,1.36,15,8.48,11.81,99,53.35,54.27,35.15,28.96,54.39,35.23,29.02,8,0,232.4143,,,,
Baa1,39172,1.05,1.83,1.33,15.38,10.95,12.18,97.2,53.5,52.01,33.36,27.82,55.9,35.86,29.9,8,0,252.2776,,,,
Baa1,39263,0.95,1.61,1.19,17.02,12.66,14.04,101.8,52.03,52.27,33.9,27.2,54.18,35.14,28.19,8,0,225.0649,,,,
Baa1,39355,0.72,1.45,0.89,19.15,14.94,16.11,97.9,50.44,51.35,33.84,25.9,51.76,34.11,26.11,8,0,212.1523,,,,
A3,39447,1.08,1.68,1.32,14.67,7.95,12,113.2,51.99,47.84,29.74,24.87,60.87,37.84,31.65,7,1,204.0412,,,,
A3,39538,1.25,2.01,1.51,13.76,10.46,11.39,128.5,46.61,72.45,39.94,33.77,81.41,44.87,37.95,7,0,224.1379,,,,
A3,39629,1.2,1.83,1.44,13.46,10.03,11.31,146.3,47.91,71.4,40.65,34.2,75.64,43.07,36.24,7,0,182.3408,,,,
A3,39721,1.11,1.57,1.33,16.22,11.53,13.86,131.6,46.39,75.55,43,35.05,75.69,43.08,35.11,7,0,277.6603,,,,
A3,39813,1.07,1.58,1.26,15.36,9.12,12.97,116.2,47.02,76.11,43.16,35.79,76.35,43.3,35.9,7,0,220.8409,,,,
A3,39903,1.12,1.63,1.32,13.92,10.32,11.58,120.9,45.61,82.16,45.07,37.47,82.31,45.15,37.54,7,0,149.637,,,,
A3,39994,1.16,1.72,1.38,16.65,12.73,14.09,119.3,45.35,79.22,43.28,35.93,83.06,45.37,37.66,7,0,168.1144,,,,
A3,40086,1.15,1.7,1.36,19.06,14.62,16.41,117.8,43.86,80.81,43.91,35.44,84.02,45.66,36.85,7,0,139.9775,,,,
A3,40178,1.09,1.55,1.28,18.61,12.72,15.85,115.2,46.43,75.25,42.91,34.94,75.38,42.98,35,7,0,110.6138,,,,
A3,40268,1.02,1.48,1.19,17.95,14.04,15.08,111,47.33,74.26,42.58,35.15,74.38,42.66,35.21,7,0,137.9708,,,,
A3,40359,1.05,1.46,1.23,19.95,15.92,17.07,108.1,45.79,78.37,43.32,35.89,80.92,44.73,37.06,7,0,102.7848,,,,
A3,40451,1.03,1.54,1.2,20.99,15.97,18.26,114.8,43.76,83.28,45.29,36.44,83.86,45.61,36.69,7,0,103.5265,,,,
A3,40543,1.04,1.54,1.22,18.73,11.38,15.87,117,45.77,78.56,43.98,35.96,78.62,44.01,35.98,7,0,114.7207,,,,
A3,40633,1.13,1.58,1.32,18.03,13.11,15.2,120.1,45.05,72.81,39.72,32.81,83.31,45.45,37.53,7,0,116.989,,,,
A3,40724,1.1,1.54,1.28,20.85,15.11,17.97,121.8,45.54,73.98,40.62,33.69,82.14,45.1,37.41,7,0,103.9689,,,,
A3,40816,1.05,1.52,1.23,22.2,15.36,19.31,124,41.32,82.38,42.48,34.04,93.94,48.44,38.82,7,0,87.5026,,,,
A3,40908,1.02,1.47,1.19,19.6,11.92,16.71,126.9,43.62,84.32,45.12,36.78,86.87,46.49,37.89,7,0,94.9516,,,,
A3,40999,1.04,1.47,1.21,18.07,12.83,15.24,128.9,43.98,82.23,43.93,36.17,87.17,46.57,38.34,7,0,119.954,,,,
A3,41090,1.1,1.57,1.28,19.39,13.22,16.58,130,42.11,90.63,46.07,38.16,96.71,49.16,40.72,7,0,137.6539,,,,
A3,41182,1.11,1.56,1.3,20.76,13.78,17.85,128.1,41.05,91.85,46.97,37.7,95.53,48.86,39.21,7,0,145.1073,,,,
A3,41274,1.12,1.58,1.31,19.94,11.51,16.96,129.6,43.22,89.14,47.13,38.52,89.14,47.13,38.52,7,0,125.5626,,,,
A3,41364,1.08,1.49,1.27,18.27,12.63,15.22,128.1,44.63,84.04,45.66,37.5,84.04,45.66,37.5,7,0,134.0948,,,,
A3,41455,1.09,1.55,1.28,19.94,14.44,16.93,129.8,44.03,88.13,46.85,38.81,88.13,46.85,38.81,7,0,157.8038,,,,
A3,41547,1.06,1.54,1.25,21.54,15.29,18.52,130.5,42.66,88.94,47.07,37.94,88.94,47.07,37.94,7,0,168.4013,,,,
A3,41639,1.09,1.61,1.29,19.54,12.07,16.48,133.5,43.71,88.26,46.88,38.58,88.26,46.88,38.58,7,0,225.1607,,,,
A3,41729,1.08,1.59,1.28,17.32,12.8,14.29,135.5,44.4,85.62,45.97,38.01,86.25,46.31,38.29,7,0,264.7241,,,,
A3,41820,1.13,1.77,1.35,18.87,14.2,15.87,137.9,42.76,92.18,47.15,39.42,95.52,48.85,40.84,7,0,257.7895,,,,
A3,41912,1.18,1.8,1.42,16.65,11.93,13.88,149.3,37.83,106.54,50.48,40.3,111.04,52.62,42,7,0,215.0194,,,,
A3,42004,1.34,1.88,1.62,14.61,9.2,11.85,147.8,37.55,116.2,53.75,43.64,116.2,53.75,43.64,7,0,281.2901,,,,
A3,42094,1.4,1.93,1.71,12.03,9.2,9.41,147.3,35.46,125.33,55.62,44.45,125.33,55.62,44.45,7,0,333.5133,,,,
A3,42185,1.61,2.54,1.97,15.02,12.06,12.39,149.2,30.22,169.51,62.9,51.22,169.51,62.9,51.22,7,0,346.458,,,,
A3,42277,1.81,2.56,2.21,15.03,12.28,12.62,160.9,25.21,216.5,68.4,54.58,216.5,68.4,54.58,7,0,334.6091,,,,
A3,42369,1.89,3.38,2.3,12.55,9.16,10.39,180.9,18.68,340.33,77.29,63.58,340.33,77.29,63.58,7,0,322.7841,,,,
A3,42460,2.2,3.1,2.66,9.91,8.06,8.16,218.3,11.43,604.52,85.81,69.1,604.52,85.81,69.1,7,0,275.9236,,,,
A3,42551,2.52,3.45,3.03,10.01,8.36,8.3,223.9,1.93,4064.06,97.6,78.47,4064.06,97.6,78.47,7,0,308.3285,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,40999,6.75,24.4,23.24,2.72,2.61,0.6,102,29.93,168.06,61.87,50.3,171.62,63.18,51.37,14,0,16327.8499,,,,
B1,41090,6.78,29.61,28.06,3.07,2.93,0.86,100.6,26.36,199.06,65.41,52.47,204.34,67.14,53.86,14,0,13542.845,,,,
B1,41182,7,44.32,42.82,2.28,1.79,0.25,116,26.76,196.1,65.02,52.47,201.58,66.84,53.94,14,0,16707.6576,,,,
B1,41274,9.46,138.24,126.6,1.32,1.16,-0.6,162.9,20.71,283.41,71.51,58.69,296.33,74.77,61.37,14,0,18123.5564,,,,
B1,41364,8.18,78.54,75.47,2.95,2.86,0.75,155.3,20.51,287.91,72.71,59.06,295.99,74.75,60.72,14,0,22791.8584,,,,
B1,41455,5.91,56.85,43.47,2.6,2.53,0.8,176.8,28.83,183.2,63.33,52.81,189.29,65.43,54.56,14,0,28637.8224,,,,
B1,41820,7.6,396.67,384.51,3.16,2.69,1.47,241.2,18.85,317.83,75.17,61.15,322.8,76.35,62.11,14,0,42227.553,,,,
B1,41912,4.72,10.05,9.55,4.35,4.19,2.65,258.4,18.93,297.77,72.46,57.59,310.97,75.67,60.14,14,0,43732.361,,,,
B1,42004,3.99,7.61,7.45,4.87,4.51,2.69,224.9,20.07,281.91,73.81,57.89,281.93,73.82,57.89,14,0,47887.4408,,,,
B1,42094,6.1,11.75,10.91,3.28,3.06,1.92,297.8,16.73,393.87,79.45,67.15,395.74,79.83,67.47,14,0,67548.877,,,,
B1,42185,7.17,14.03,13.59,2.37,2.25,0.83,412.7,13.31,461.85,80.9,62.66,470.86,82.48,63.88,14,0,76190.1175,,,,
B1,42277,6.98,15.71,14.99,2.79,2.67,1.07,420.2,13.09,466.79,80.8,62.28,477.72,82.69,63.74,14,0,60997.8947,,,,
B1,42369,7.24,19.65,19.27,2.5,2.33,0.51,432.5,12.07,501.93,81.54,61.81,515.58,83.76,63.49,14,0,34471.2149,,,,
B2,42460,7.58,29.68,28.46,1.91,1.76,0.16,426.6,11.54,541.99,82.91,63.86,553.68,84.7,65.24,15,1,8998.6494,,,,
B3,42551,7.4,38.05,37.01,2.15,2.01,0.17,472.5,11.11,569.55,84.38,64.57,574.99,85.18,65.18,16,1,6882.8373,,,,
,,,,,,,,,,,,,,,,,,,,,,
Aaa,37256,0.02,0.83,0.02,21.75,16.21,19.38,125,46.72,14.26,9.6,6.66,48.5,32.66,22.66,1,0,250138.45,,,,
Aaa,37346,0.04,0.94,0.04,57.79,45.45,53.12,58,47.62,13.11,8.6,6.24,52.49,34.42,24.99,1,0,248164.8549,,,,
Aaa,37437,-0.01,1.05,-0.02,50.15,35.34,45.33,55,44.24,16.31,10.15,7.22,60.74,37.79,26.87,1,0,216638.345,,,,
Aaa,37528,0.1,1.25,0.11,45.93,37.38,42.16,73,42.23,16.45,9.52,6.95,72.85,42.15,30.77,1,0,176114.6471,,,,
Aaa,37621,-0.06,0.96,-0.06,59.8,48.4,56.34,65,43.04,15.74,9.89,6.77,59.19,37.18,25.47,1,0,188372.34,,,,
Aaa,37801,-0.07,1.14,-0.08,54.04,42.3,40.43,70,56.37,9.55,7.88,5.4,21.23,17.52,12.01,1,0,251123.0907,,,,
Aaa,37892,0.09,1.26,0.11,57.69,47.41,40.42,64,56.89,9.4,7.63,5.36,23.11,18.77,13.19,1,0,272517.84,,,,
Aaa,37986,0.15,1.05,0.19,78.93,67.52,58.95,85,55.8,8.8,7.2,4.93,22.29,18.23,12.48,1,0,233219.3429,,,,
Aaa,38074,0.2,1.21,0.26,96.22,82.4,74.48,58,56.29,10.35,8.22,5.84,25.83,20.53,14.59,1,0,269532.57,,,,
Aaa,38165,0.07,1.22,0.1,66.73,57.66,49.52,73,55.43,10.14,7.9,5.64,28.44,22.14,15.81,1,0,261651.2166,,,,
Aaa,38256,0.01,1.08,0.01,64.65,56.93,50.27,88,55.78,11.63,9.12,6.51,27.51,21.58,15.39,1,0,255367.3796,,,,
Aaa,38352,-0.06,1.09,-0.08,46.93,37.65,36.69,128,55.05,10.66,8.38,5.89,27.16,21.36,14.99,1,0,223369.46,,,,
Aaa,38445,-0.1,1.17,-0.13,44.04,40.38,33.28,127,54.78,9.52,7.36,5.23,29.37,22.7,16.13,1,0,200948.97,,,,
Aaa,38536,-0.08,0.76,-0.11,40.53,36.17,28.98,122,58,8.45,7.06,4.91,19.56,16.36,11.38,1,0,194434.2462,,,,
Aaa,38627,-0.06,0.74,-0.08,43.66,39.6,32.46,122,60.39,8.1,6.86,4.91,18.18,15.38,11,1,0,199740.5873,,,,
Aaa,38717,-0.21,1.17,-0.28,35.7,27.98,25.54,141,56.08,9.65,7.58,5.43,27.27,21.43,15.33,1,0,184063.7676,,,,
Aaa,38809,-0.19,0.75,-0.25,31.66,29.35,24.2,181,61.48,9.35,8.02,5.76,16.62,14.25,10.24,1,0,171658.52,,,,
Aaa,38900,-0.26,0.59,-0.35,43.53,37.24,31.96,116,61.26,7.96,7.01,4.89,13.48,11.87,8.27,1,0,182598.5443,,,,
Aaa,38991,-0.22,0.51,-0.3,52.76,44.32,39.71,102,64.07,7.98,7.15,5.12,11.57,10.37,7.43,1,0,171130.3632,,,,
Aa1,39082,-0.99,0.54,-1.34,32.75,27.56,22.01,118,61.64,7.76,6.98,4.8,11.17,10.05,6.91,2,1,204488.2106,,,,
Aa1,39173,-0.74,0.49,-0.99,39.94,35.74,31.74,155,65.5,6.58,5.97,4.32,10.22,9.27,6.71,2,0,184511.6,,,,
Aa1,39264,-0.72,0.58,-0.99,102.67,71.52,65.72,39,61.58,8.48,7.57,5.23,12.06,10.76,7.44,2,0,177281.3231,,,,
Aa1,39355,-0.7,0.62,-0.96,78.41,61.1,58.52,69,61,9.07,8.02,5.54,13.04,11.54,7.97,2,0,177126.1729,,,,
Aa1,39447,-0.61,0.88,-0.83,33.34,21.5,25.01,134,56.32,11.23,9.35,6.35,20.18,16.79,11.4,2,0,166852.1379,,,,
Aa1,39537,-0.59,1.2,-0.82,40.18,34.13,29.7,142,56.8,12.05,9.62,6.87,25.24,20.15,14.38,2,0,153677.53,,,,
Aa1,39628,-0.46,1.09,-0.62,29.47,25.53,22.2,169,57.06,10.86,8.69,6.22,25.02,20.01,14.33,2,0,138686.5382,,,,
Aa1,39719,-0.47,1.04,-0.62,46.16,38.37,36.27,121,58.36,10.6,8.53,6.21,24.22,19.5,14.18,2,0,116484.3823,,,,
Aa1,39813,-0.29,1.02,-0.38,44.25,38.04,35.19,130,51.72,13.79,10.61,7.16,29.93,23.04,15.55,2,0,125823.1747,,,,
